concatenated,parisian_keyword
"Certain German editions Johan Taylors Predigers zu Norwich, Paraphrasis und Anmerkungen über den Brief Pauli an die Römer. Samt einem Schlu¨ssel zu den Apostolischen Schriften; oder einem Versuche, den Evangelischen Entwurf aufzuklären, und die fürnehmsten Worte und Redens-Arten, mit welchen die Apostel selbigen beschrieben, in ein Licht zu sezen. Aus dem Englischen übersezt. Taylor; Taylor Versuche NA NA German Voss NA Berlin; Potsdam Berlin; Potsdam 1759 NA NA NA 1 NA NA NA NA Attribution - work not identified. Johan Taylors Predigers zu Norwich  ",Théologie
"Pseudo Place of publication unknown Moralische Vorlesungen Gellerts moralische vorlesung; Gellerz moraliche; Gellerz moraliche verlesung; Morale de Gellert en Allemande NA NA German NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Leçons de morale  ",Théologie
"Pseudo Place of publication unknown Georgii Pasoris Lexicon Graeco-Latinum in Novum Testamentum Lexicon; Lexicon passoris NA NA Latin NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, numerous produced. Georgii Pasoris Lexicon Graeco-Latinum in Novum Testamentum  ",Théologie
"Certain Other Swiss editions Versuch über das Leben Jesu Christi Craigs Versuche; Craigs Versuche über das leben Jesu Chr. Essay on the life of Jesus Christ English German David Bürgkli, in Verlag Heinrich Steiners und Comp NA Winterthur; Zurich Winterthur; Zurich 1773 NA NA NA 1 NA 8 NA NA Attribution - only extant edition located, sourced from Steiner & Co. Versuch über das Leben Jesu Christi  ",Théologie
"Pseudo Place of publication unknown Predigten von Laurenz Sterne Stern predigten The Sermons of Mr. Yorick English German NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Sermons choisis  ",Théologie
Pseudo Place of publication unknown [Recueil des prieres pour les protestants] Receuil des prieres; Receuil des prieres pour les protestants; Recueil des prieres; Recueil des prieres pour les Protestants; Recueil pour les protestants en France NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - work not identified. [Recueil des prieres pour les protestants]  ,Théologie
"Certain Place of publication unknown Grand (le) vocabulaire convaincu de Semi-pélagianisme, de Pélagianisme, de Manichéisme, d'erreurs graves dans la morales, et de propositions injurieuse à la divinité Grand vocabulaire convaincu NA NA French NA NA n.pl. ? 1768 NA NA NA 1 NA NA NA NA Attribution - only extant edition located. Grand (le) vocabulaire convaincu  ",Théologie
"Certain German editions Sendschreiben an den Verfasser der Nachricht von den Zürcherischen Gelehrten im ersten Bande der allgemeinen theologischen Bibliothek, worinn nebst anderm einige Nachrichten Lavaters sendschreiben; Sendschreiben NA NA German NA NA Berlin; Leipzig Berlin; Leipzig 1775 NA NA NA 1 NA 8 NA NA Attribution - only extant edition located. Sendschreiben an den Verfasser  ",Théologie
Certain German editions Die Schleuder eines Hirtenknaben gegen den hohnsprechenden Philister den Verfasser des Sebaldus Nothanker Schleuder eines Hirsten Knaben NA NA German bey den Eichenbergischen Erben NA Francfort Frankfurt 1775 NA 104 104 1 NA 8 NA NA Attribution - only extant edition located at time STN traded in work.   Die Schleuder eines Hirtenknaben  ,Théologie
"Pseudo Place of publication unknown Predigten über das Buch Jonas Lavaters predigten über Jonas NA NA German NA NA n.pl. ? 1773 NA NA NA 1 NA NA NA NA Attribution - edition not identified, it is not clear whether more than one edition published in 1773. Predigten über das Buch Jonas  ",Théologie
Pseudo Place of publication unknown [Sermons pour les gens de la campagne] Sermons des gens de la campagne; sermons pour les gens de la campagne NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - work not identified. Possibly 'Instructions en forme d'entretiens: sur les devoirs des gens de la campagne ... ouvrage utile aux confesseurs et aux peuples ' (1771) by Pierre Collet.   [Sermons pour les gens de la campagne]  ,Théologie
"Pseudo Place of publication unknown Oraison funèbre de Louis XV le Bien-Aimé, roi de France et de Navarre Oraison de Louis XV; Oraison funebre de Louis XV, par l'évêque de Senez NA NA French NA NA n.pl. ? 1774 NA NA NA 1 NA 4 NA NA Attribution - edition not identified, possible previously unknown STN edition. Oraison funèbre de Louis XV le Bien-Aimé  ",Théologie
"Pseudo Place of publication unknown [Liturgie pour les protestants de France] Litturgie pour les protestants; Liturgie des protestants NA NA French NA NA n.pl. ? 1765 NA NA NA 1 NA NA 24 NA Attribution - edition not identified, see STN Catalogue 1779. [Liturgie pour les protestants de France]  ",Théologie
Pseudo Place of publication unknown Confession de foi de Messire François Marie Arouet de Voltaire Confession de Voltaire; Confessions de foy de Voltaire NA NA French NA NA n.pl. ? 1769 NA NA NA 1 NA 8 1 NA Attribution - edition not identified. STN Catalogue 1779 lists a 1769 edition. Extant editions were published in that year in Nancy and Geneva; STN sourced work from the Société Typographique de Lausanne. Confession de foi de Messire François Marie Arouet de Voltaire  ,Théologie
"Certain Other Swiss editions Imitation (l') de Jésus Christ, ou le Kempis approprié à toutes les communions chrétiennes 686; Imitation de Jésus Christ The Imitation of Christ English French J. P. Heubach NA Lausanne Lausanne 1771 NA [2], 406 408 1 NA 12 19 NA Attribution - sourced from Heubach, catalogue information. Imitation (l') de Jésus Christ  ",Théologie
"Certain Other Swiss editions Veritez Capitales de la religion (les) 255; Cours de Religion par Plantier NA NA French NA NA Lausanne Lausanne 1772 NA NA NA 1 NA 8 37 NA Attribution - edition is now rare or lost, but listed in Biblos18 and confirmed in MS1007, Fauche-Borel Catalogue (1787). Cours de Religion par Plantier  ",Théologie
"Pseudo Place of publication unknown Traité complet de théologie spéculative et pratique Théologie de Stackouse A Complete Body of Speculative and Practical Divinity  English French NA NA n.pl. ? 1772 NA NA NA 5 NA 4 288 NA Attribution - details as given in STN Catalogue 1779, but edition not located. Traité complet de théologie spéculative et pratique  ",Théologie
"Certain French editions Manuel de la jeunesse, ou instructions familières en dialogues, sur les principaux points de la religion Manuel de la jeunesse; Manuel de la jeunesse, ou Instructions sur les principaux points de la Religion NA NA French NA NA Paris Paris 1773 NA NA NA 2 NA 12 50 NA Attribution - catalogue information. Manuel de la jeunesse  ",Théologie
"Certain Other Swiss editions Théologie (la) chrétienne 1304; Théologie chrétienne de Secretan; Théologie de Secrétan NA NA French Société Typographique de Lausanne J. P. Heubach Lausanne Lausanne 1774 NA NA NA 3 NA 8 88 NA Attribution - sourced from Société Typographique de Lausanne from date of publication, catalogue information. Théologie (la) chrétienne  ",Théologie
Certain Other Swiss editions Sermons sur divers textes de l'Ecriture sainte [de Chatelain] 1235; Sermons de Chatelain NA NA French NA NA Lausanne Lausanne 1775 NA NA NA 6 NA 12 NA NA Attribution - sourced from Lausanne from October 1774. Sermons sur divers textes de l'Ecriture sainte [de Chatelain]  ,Théologie
"Certain Other Swiss editions Soliloques, ou lamentations du docteur Dodd dans sa prison: suivis du discours adressé à ses juges avant de subir son supplice 1259; Dodd soliloques; Solique; soliques de Dood; Soliques, ou lamentation du Dr. Dood Thoughts in Prison English French Société Typographique de Moudon NA Moudon Moudon 1777 NA VIII, 159 167 1 NA 8 NA NA Attribution - only extant edition located, catalogue information. Soliloques, ou lamentations du docteur Dodd dans sa prison  ",Théologie
"Certain Other Swiss editions Traité de la foi et des devoirs des chrétiens Traité de la foi; Traité de la foi et de devoirs des chrétiens De fide et officiis Christianorum Latin French NA NA Lausanne Lausanne 1778 NA NA NA 1 NA 8 NA NA Attribution - sourced from Lausanne from 1778, catalogue information. Traité de la foi et des devoirs des chrétiens  ",Théologie
"Certain Other Swiss editions Sainte Bible (la), qui contient le Vieux et le Nouveau Testament: revu et corrigé sur le texte original, par les pasteurs et professeurs de l'Eglise de Genève, avec les argumens et les réflexions sur les chapitres / par J.F. Ostervald ""Bible, la Ste in-8°""; 123; Bible NA NA French Heilmann; S. Fauche NA Bienne; Neuchâtel Bienne; Neuchâtel 1770-1771 NA 417, 156; XI, [1], 1076 1661 2 NA 8 120 NA Attribution - sourced from Fauche.  N.B. Due to the STN manuscripts not always giving edition information, disaggregating their sales of Bibles into separate editions proved a difficult process. As such, edition details should be treated with some caution. Bible  ",Théologie
"Certain French editions Testamentum (Jesu Christi D. N. novum), sive novum foedus, cujus graeco textui respondent interpretationes duae Testamentum (Jesu Christi D. N. novum), sive novum foedus, cujus graeco textui respondent interpretationes duae; una, vertus; altera, nova Theodori Bexae diligenter ab eo recognita; Testamentum nouvum NA NA Latin NA NA Paris Paris 1565 NA NA NA 1 NA folio NA NA Attribution - catalogue information. Testamentum (Jesu Christi D. N. novum)  ",Théologie
"Certain Place of publication unknown Nouveau testament de notre S.J.C. avec les différences du grec & de la vulgate, par messire Ant. Arnauld. D. de Sorbonne Nouveau testament de notre S.J.C. avec les différences du grec & de la vulgate, par messire Ant. Arnauld. D. de Sorbonne; Testament d'Arnauld NA NA French NA NA n.pl. ? 1776 NA NA NA 1 NA 4 NA NA Attribution - details as given in STN Catalogue 1779, although edition not located. Nouveau testament de notre S.J.C. avec les différences du grec & de la vulgate, par messire Ant. Arnauld  ",Théologie
"Certain STN editions Sainte Bible (la), qui contient le Vieux et le Nouveau Testament 122; Bible, la Ste folio NA NA French Société Typographique de Neuchâtel NA Neuchâtel Neuchâtel 1779 NA VII, [1], 682; [2], 671, [1bl.] 1363 2 NA Folio NA NA Attribution - known STN edition.  N.B. Due to the STN manuscripts not always giving edition information, disaggregating their sales of Bibles into separate editions proved a difficult process. As such, edition details should be treated with some caution. Bible  ",Théologie
"Pseudo Place of publication unknown Examen critique de la vie et des ouvrages de Saint Paul Examen critiques de St. Paul par Boulanger; Paul The History and Character of St. Paul Examined English French NA NA n.pl. ? NA NA NA NA 1 NA 12 NA NA Attribution - edition not identified, only extant edition located at time STN traded in work (London, 1770) but extant copies of this edition in-8° wheras manuscript information gives in-12°. Examen critique de la vie et des ouvrages de Saint Paul  ",Théologie
"Probable French editions Ame (l') élevée à Dieu par les réflexions et les sentiments pour chaque jour du mois   37; Ame élévée à Dieu NA NA French NA NA Lyon Lyons 1777 NA NA NA 2 NA 12 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), although possible that copies sourced after this date were not this edition. Ame (l') élevée à Dieu  ",Théologie
"Certain Other Swiss editions Sermons de M. Hugh Blair, traduits de l'anglois sur la onzième édition par M. B. S. Frossard   1229; 1230; Sermons de Blair; Sermons de Hugh Blair Sermons English French F. Lacombe et Daniel Bonfils; François Lacombe; Louis Luquiens NA Lausanne Lausanne 1784-1795 NA NA NA 6 NA 12 NA NA Attribution - sourced from Lacombe from 1784, catalogue information. Sermons de M. Hugh Blair  ",Théologie
"Pseudo Place of publication unknown Cours de religion à l'usage des jeunes gens, par demandes et réponses 254; Cours de Religion par Bons NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 12 NA NA Attribution - the 1775 edition was advertised in the STN's 1779 catalogue. However, numerous editions were produced in the 1770s and 1780s and the STN sourced the work from various places. Fauche-Borel Catalogue gives 'Lausanne, 1766'. Cours de religion par Bons  ",Théologie
Certain French editions Conseils (les) de la sagesse: ou recueil des maximes de Salomon les plus nécessaires à l'homme pour se conduire sagement 212; Conseils de la sagesse NA NA French NA NA Nancy Nancy 1735 NA NA NA 2 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Conseils (les) de la sagesse  ,Théologie
"Pseudo Place of publication unknown Examen critique des apologistes de la religion chrétienne Examen critique; Examen critique de Fréret; Examen critique des apologistes de la religion chrétienne, par M. Fréret; Examen de Fréret; Examen des apologistes; Fréret NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 34 NA Attribution - edition(s) not identified, several produced. STN traded in-8° and in-12° editions. Examen critique des apologistes de la religion chrétienne  ",Théologie
"Certain Other Swiss editions Sermons sur divers textes de l'Ecriture sainte, par Gaspar Caillard 1232; Sermons de Gaspar Caillard NA NA French Chez Abraham Louis Tarin aux dépends de François Grasset NA Lausanne Lausanne 1761 NA NA NA 2 NA 12 40 NA Attribution - catalogue information. Sermons sur divers textes de l'Ecriture sainte, par Gaspar Caillard  ",Théologie
"Pseudo Avignon editions Langage (le) de la raison 738; Langage de la raison NA NA French NA NA Avignon Avignon NA NA NA NA 1 NA 12 NA NA Attribution - edition not identified, Fauche-Borel Catalogue (1787) gives (Avignon, 1743), although this an error as work was not first published until 1762. Langage (le) de la raison  ",Théologie
