full_book_title,stated_publication_places,number_of_volumes,parisian_keyword
Vie et amours d'un pauvre diable,Geneva; Paris,1,Belles-Lettres
"Dictionnaire de droit canonique et de pratique bénéficiale, confére avec les maximes et la jurisprudence de France, c'est-à-dire, avec les usages & libertés de l'église gallicane, les pragmatiques & concordats, les ordonnances, edits & déclarations de nos rois, les arrêts des parlements & du grand conseil",Lyon,6,Jurisprudence
"Della Politica e regolata podesta giuridizionale della Chiesa, descritta da Don Niccolò Frichignono di Quaregna",Turin,3,Jurisprudence
"Nouveau (le) Robinson, pour servir a l'amusement et a l'instruction des enfans",Berne,1,Belles-Lettres
Bagatelles galantes,Geneva,1,Belles-Lettres
"Heures (les) de Paphos, contes moraux par un sacrificateur de Venus",n.pl.,1,Belles-Lettres
Essai sur la constitution des régimens de chasseurs,Geneva,1,Science et Arts
"Mémoire sur la théorie des machines à feu, auquel l'Académie impériale des sciences de Saint-Pétersbourg a adjugé le prix, dans son assemblée publique du 10 d'octobre 1783, par M. Sébastien Maillard",Vienna,1,Science et Arts
"Histoire de Stanislas premier, roi de Pologne, duc de Lorraine et de Bar",n.pl.,2,Histoire
Monarchie (de la) prussienne sous Frédéric le Grand; avec un appendice contenant des recherches sur la situation actuelle des principales contrées de l'Allemagne. Par le comte de Mirabeau,London,4,Histoire
"Situation politique de la France, et ses rapports actuels avec toutes les puissances de l'Europe. Ouvrage dont l'objet est de démontrer, par les faits historiques et les principes de la saine politique, tous les maux qu'a causés à la France l'alliance autrichienne, et toutes les fautes que le ministère français a commises depuis l'époque des traités de Versailles de 1756, 57 et 58, jusqu'à nos jours, adressé au roi et à l'assemblée nationale ",Neuchâtel; Paris,2,Histoire
"Essai historique sur la vie privée de Marie-Antoinette d'Autriche, reine de France. Seconde Partie",n.pl.,1,Histoire
Voix (la) d'un patriote; traduit de l'allemand sous la correction de l'auteur ,Neuchâtel,1,Histoire
"Histoire de Dannemarc, par Mr. P.H. Mallet",Geneva; Paris,9,Histoire
"Dictionnaire historique, politique et géographique de la Suisse, contenant une description de ce qu'il y a de plus remarquable dans les Cantons Suisses & dans les Etats de leurs Alliés ",Geneva; Paris,3,Histoire
"[Tableau général historique, chronologique et généalogique des maisons souveraines de l'Europe]",n.pl.,1,Jurisprudence
Histoire des progrès de l'esprit humain dans les sciences et dans les arts,n.pl.,3,Science et Arts
"Théâtre de P. Corneille: avec des commentaires, et autres morceaux intéressans",n.pl.,8,Belles-Lettres
"Tactique prussienne, ou Système militaire de la Prusse",Paris,1,Science et Arts
Observations médicales et politiques sur la petite vérole et sur les avantages et les inconvéniens d'une inoculation générale adoptée spécialement dans les villes,Paris,1,Science et Arts
"Délassemens (les) d'un homme de goût, ou, Mélange de contes moraux, nouvelles historiques, et autres pièces imitées de l'Allemand",Paris,1,Belles-Lettres
[Rosa],n.pl.,2,Undetermined
"Aventures et plaisante éducation du courtois chevalier Charles-le-Bon, sire d'Armagnac, par M. de Mayer",n.pl.,3,Belles-Lettres
Recueil de lettres originales de l'Empereur Joseph II au Géneral d'Alton,n.pl.,1,Histoire
"Histoire politique de la révolution en France, ou Correspondance entre Lord D*** et Lord T***",London,2,Histoire
"Isabella et Henri, traduit de l'anglois par M. de Cantwel ",Paris,4,Belles-Lettres
"Charles II, roi d'Angleterre, en certain lieu, comédie très morale, en 5 actes très courts... et qui sera représentée, dit-on, pour la récréation des États Généraux, par un disciple de Pythagore",Venise,1,Belles-Lettres
Congrès (le) de Cythère,n.pl.,1,Belles-Lettres
"Mariage (le) platonique, imité de l'anglais, par Mme la baronne de Vasse ",Amsterdam; Paris,1,Belles-Lettres
Soupers (les) de Vaucluse,Ferney; Paris,3,Belles-Lettres
Coloandre (le) fidèle,Amsterdam,3,Belles-Lettres
[Mémoire de Choiseul],n.pl.,2,Undetermined
"Gil-Blas (le) françois, ou Aventures de Henri Lançon, ecrites par lui-meme",n.pl.,3,Belles-Lettres
"Lolotte et Fanfan, ou les Aventures de deux enfans abandonnés dans une isle déserte",n.pl.,3,Belles-Lettres
[Correspondance politique],n.pl.,4,Undetermined
"Amitié (l') trahie, ou les mémoires d'un négociant",Paris,1,Belles-Lettres
"Amours (les) d'Anas-Eloujoud et de Ouardi, conte traduit de l'arabe par M. Savary. Ouvrage posthume",Bagdad; Paris,1,Belles-Lettres
"Ainsi finissent les grandes passions, ou Les dernières amours du chevalier de",n.pl.,2,Belles-Lettres
Lisvart de Grèce: roman de chevalerie ou suite d'Amadis de Gaule,Amsterdam; Paris,5,Belles-Lettres
"Charles IX, ou l'Ecole des rois",n.pl.,1,Belles-Lettres
"Voyage de Monsieur Le Vaillant dans l'intérieur de l'Afrique par le cap de Bonne-Espérance dans les années 1780, 81, 82, 83, 84 & 85 ",n.pl.,2,Histoire
"Suite de la nouvelle méthode d'enseigner les enfans, ou Nouveau tableau de la vie humaine",n.pl.,2,Science et Arts
Etat actuel de la France,Paris,1,Histoire
"Coup d'oeil d'un Arabe sur la littérature française, ou le Barbier de Bagdad faisant la barbe au barbier de Séville Figaro, ouvrage rédigé et mis au jour, par M. Nougaret",London; Paris,1,Belles-Lettres
Contes saugrenus,Bassora,1,Belles-Lettres
Dévotions (les) Mme Betzhamooth et les pieuses facéties de M. de St. Oignon,n.pl.,1,Belles-Lettres
Boucle (la) de cheveux enlevée,n.pl.,1,Belles-Lettres
[Oeuvres patriotiques],n.pl.,1,Undetermined
"Trois (les) chapitres, ou La voix du patriotisme, par le sieur Le Quinio de Kerblay",Rennes,1,Histoire
Nullité et despotisme de l'assemblée prétendue nationale,n.pl.,1,Histoire
Discours d'un membre de l'Assemblée nationale à ses co-députés,n.pl.,1,Science et Arts
Ouvrez donc les yeux!,n.pl.,1,Histoire
"Vie de Louis XVI, Roi des François",Paris,1,Histoire
Epreuves (les) du sentiment ,Maestricht,7,Belles-Lettres
"Parisiennes (les), ou XL caractères généraux pris dans les moeurs actuelles, propres à servir à l'instruction des personnes du sexe",Neuchâtel; Paris,4,Belles-Lettres
"Histoire de Dom B… portier des Chartreux, écrite par lui-même",n.pl.,1,Belles-Lettres
"Opuscules de chirurgie sur l'utilité et l'abus de la compression et les propriétés de l'eau froide et chaude dans la cure des maladies chirurgicales, par M. Lombard",Strasbourg,1,Science et Arts
Vies des fameux architectes depuis la renaissance des arts: avec la description de leurs ouvrages,n.pl.,4,Science et Arts
[Magasin historique],n.pl.,2,Undetermined
Gradus ad parnassum,n.pl.,1,Belles-Lettres
"Mémoires de François, baron de Trenck, commandant des Pandours, cousin de Frédéric, baron de Trenck... écrits par lui-même en italien",n.pl.,2,Histoire
"Histoire du naufrage et de la captivité de M. de Brisson, officier de l'Administration des colonies: avec la description des déserts d'Afrique, depuis le Sénégal jusqu'à Maroc",Geneva; Paris,1,Histoire
"Instruction d'un père a son fils, sur la manière de se conduire dans le monde",Paris,1,Science et Arts
"Tableau des empires, ou Notions sur les gouvernemens",Amsterdam,1,Science et Arts
Médecine (la) pratique de Londres,n.pl.,3,Science et Arts
"Histoire des animaux, à l'usage des jeunes gens, et de ceux qui ont du goût pour l'histoire naturelle ",n.pl.,1,Science et Arts
Recueil de secrets sûrs et expérimentés à l'usage des artistes,Paris,3,Science et Arts
"Malheurs (les) du sentiment, traduit de l'anglois, de M. Fielding",Geneva; Paris,1,Belles-Lettres
"Françaises (les), ou XXXIV exemples choisis dans les moeurs actuelles, propres à diriger les filles, les femmes, les épouses & les mères ",Neuchâtel; Paris,4,Belles-Lettres
"Edda, ou Monumens de la mythologie et de la poésie des anciens peuples du Nord, par P.-H. Mallet... 3e édition",Geneva,1,Belles-Lettres
"Conservateur (le), ou bibliothèque choisie de littérature de morale et d'Histoire",Lyon; Paris,2,Belles-Lettres
"Dénonciation faite à tous les évêques de l'Eglise de France, par le corps des pasteurs et des autres ecclesiastiques du second ordre, zélés pour la conservation du dépôt de la foi, & l'honneur de l'episcopat, des jesuites, & de leur doctrine ",Paris,1,Théologie
"Chef-d'oeuvres (les) d'Horace, nouvellement traduits en français, avec le latin à côté et des notes... Précédés de la Vie d'Horace extraite de l'italien d'Algarotti, par M***",Lyon,2,Belles-Lettres
"Fées (les) à la mode, ou le nouveau gentilhomme bourgeois",Bruxelles,2,Belles-Lettres
"Histoire de mademoiselle Sara Burgerhart, publiée sous forme de lettres par E. Bekker, A. Dekers; traduite du hollandois d'après la seconde édition ",Lausanne,4,Belles-Lettres
"Une seule faute, ou les Mémoires d'une demoiselle de qualité",n.pl.,1,Belles-Lettres
"Lettres de Charlotte, pendant sa liaison avec Werther",n.pl.,1,Belles-Lettres
Sermons nouveaux,n.pl.,6,Théologie
Mémoires justificatifs de la comtesse de Valois de La Motte,London,3,Histoire
"Histoire secrète de la Cour de Berlin, ou correspondance d'un voyageur françois",n.pl.,3,Histoire
"Blaise et Babet, ou la Suite des Trois fermiers, comédie en deux actes, mêlée d'ariettes",n.pl.,1,Belles-Lettres
Zaire,n.pl.,1,Belles-Lettres
Estelle: Roman Pastoral,n.pl.,1,Belles-Lettres
[Essai sur les animaux],n.pl.,1,Undetermined
[Lettres historiques et politiques],n.pl.,2,Undetermined
"Odazir, ou le jeune syrien, roman philosophique, composé d'après les mémoires d'un turc par M***",n.pl.,1,Belles-Lettres
[Matrone (la) d'Ephèse],n.pl.,1,Belles-Lettres
Méditations de Dodd dans sa prison... traduit de l'anglois par M. L*** ,Amsterdam,1,Théologie
"Vérités philosophiques, tirées des Nuits d'Young et mises en vers libres sous différents titres relatifs aux sujets qui sont traités dans chaque article, par M. de M.",Paris; Rouen,1,Belles-Lettres
"Voyage philosophique d'Angleterre, fait en 1783 et 1784",n.pl.,2,Histoire
"Education (l') du jeune comte D. B***, ses amours avec Émilie de T*** et ses voyages, selon ses propres mémoires: où sont recueillis grand nombre d'histoires... et découvertes d'antiquités très curieuses, accompagnées de plus de cent estampes des plus beaux monumens de Rome ",London,1,Belles-Lettres
"Histoire de la dernière révolution arrivée en Danemark, écrite de la propre main de Sa Majesté la reine Caroline Mathilde",Rotterdam,1,Histoire
"Quelques avis aux institutrices de jeunes demoiselles... suivis de quelques idées générales sur l'éducation, l'instruction des jeunes filles, et d'un dictionnaire de plusieurs mots employés dans les belles-lettres et en littérature, par J. Lanteires",Lausanne,1,Science et Arts
Mis Mac Rea: roman historique,Philadelphia,1,Belles-Lettres
Recueil de voyages intéressans pour l'instruction et l'amusement de la jeunesse,Francfort sur le Mein,5,Histoire
Collection complete des oeuvres de Gesner,Lyon,3,Belles-Lettres
Précis de physique: ouvrage d'un homme de lettres qui a consulté les meilleurs auteurs,Lausanne,1,Science et Arts
"Description de plusieurs nouveaux moyens méchaniques propres à prévenir, borner & même corriger dans certains cas les courbures latérales & la torsion de l'épine du dos",n.pl.,1,Science et Arts
"Théorie du libelle, ou l'art de Calomnier avec fruit, Dialogue philosophique pour servir de Supplément à la Théorie du paradoxe",Amsterdam,1,Belles-Lettres
"Voyageuse (la) languèdocienne, ou les aventures de mademoiselle de lanoy comtesse d'Itry: avec la description des royaumes, des provinces, des villes",Neuchâtel,2,Belles-Lettres
"Mémoires d'un gentilhomme suédois écrits par lui-même dans sa retraite, l'année 1784",Berlin,1,Science et Arts
"Théorie (la) des jeux de hasard, ou Analyse du krabs, du passe-dix, de la roulette, du trente & quarante, du pharaon, du biribi & du lotto",n.pl.,1,Science et Arts
"Mémoires historiques, critiques et anecdotes des reines et régentes de France",n.pl.,6,Histoire
"Histoire d'Elisabeth, reine d'Angleterre, tirée des écrits originaux anglois et autres pièces manuscrites qui n'ont pas encore paru",Paris,5,Histoire
"Bonze (le) vaniteux, conte oriental",Gênes,1,Belles-Lettres
Art (l') d'écrire aussi vite qu'on parle toutes les langues... par le Sr Coulon de Thévenot,Paris,1,Belles-Lettres
Histoire de deux jeunes amies,Neuchâtel,1,Belles-Lettres
Paul et Virginie,n.pl.,1,Belles-Lettres
"Lectures amusantes, ou choix varié de romans, contes moraux et anecdotes historiques, par une Société Littéraire de Jolies Femmes",n.pl.,2,Belles-Lettres
[Instructions pour les gardes malades],n.pl.,1,Science et Arts
"Monument du costume physique et moral de la fin du dix-huitième siècle, ou Tableaux de la vie",n.pl.,1,Belles-Lettres
"Oreille (l'), conte asiatique",n.pl.,2,Belles-Lettres
"Blançay, par l'auteur du Nouveau Voyage sentimental",n.pl.,1,Belles-Lettres
Collection de tous les voyages faits autour du monde par les différentes nations de l'Europe,Geneva; Lausanne; Paris,9,Histoire
"Parisien (le) à Londres, ou Avis aux Français qui vont en Angleterre, contenant le parallèle des deux plus grandes villes de l'Europe, avec six planches et le plan de Londres",Amsterdam; Paris,2,Histoire
Défense de l'hygromètre à cheveu pour servir de suite aux essais sur l'hygrométrie,Geneva; Paris,1,Science et Arts
Entretiens sur la pluralité des mondes,Marseilles,1,Science et Arts
Histoires ou contes du tems passé,n.pl.,1,Belles-Lettres
"République (la) romaine, ou Plan général de l'ancien gouvernement de Rome... par M. de Beaufort",Paris,6,Histoire
Roland furieux. Poème héroïque de l'Arioste,n.pl.,4,Belles-Lettres
"Solitaires (les) en belle humeur, entretiens recueillis des papiers de feu M. le marquis de M***",n.pl.,2,Belles-Lettres
"Dictionnaire de poche, allemand-français et français-allemand",n.pl.,2,Belles-Lettres
"Louise, ou la chaumière dans les marais",n.pl.,2,Belles-Lettres
"52 (les) tableaux, representant les faits les plus célébres du vieux et du nouveau Testament: peints à fresque par Raphael d'Urbin aux voutes des galeries du Vatican. Gravées en taille douce par Secondo Bianchi",Rome,1,Science et Arts
"Voyage d'un amateur des arts en Flandre, dans les Pays-Bas, en Hollande, en France, en Savoye, en Italie, en Suisse, fait dans les années 1775-76-77-78... Dans lequel on indique les édifices & les monumens antiques et modernes... par M. de la R***",Amsterdam,4,Histoire
Observations sur l'histoire de la Grece et sur les romains,n.pl.,2,Histoire
"Confessions (les) d'un Anglois, ou mémoires de Sir Charles Simpson, rédigés sur le manuscrit original par l'auteur de la Quinzaine angloise",n.pl.,2,Belles-Lettres
Mêlanges de vers et de prose,Paris,1,Belles-Lettres
"Chef-d'oeuvres politiques et litteraires de la fin du dix-huitième siècle, ou Choix des productions les plus piquantes que les lumieres & le ridicule, la philosophie & la gaîté, la raison & la bisarrerie ont fait éclorre dans cette époque intéressante",n.pl.,3,Histoire
"Rideau (le) levé, ou l'Education de Laure ",n.pl.,2,Belles-Lettres
Histoire générale et particulière de Bohême,Vienna,2,Histoire
Souvenirs d'un citoyen,Berlin,2,Belles-Lettres
Dépositaire (le),n.pl.,2,Belles-Lettres
Lettres sur l'Italie: en 1785,n.pl.,2,Histoire
Ordre [l'] des francs-maçons trahi et le Secret des Mopses révélé,n.pl.,1,Histoire
"Heureuse (l') infidèlité, ou Mémoires du chevalier de Raucourt",Neuchâtel; Paris,1,Belles-Lettres
Oeuvres de J. Racine,n.pl.,2,Belles-Lettres
Oeuvres de M. Cochin,n.pl.,2,Jurisprudence
Catéchisme des francmaçons,n.pl.,1,Histoire
Aventures de Robinson Crusoe,Lyon,2,Belles-Lettres
Confessions (les),n.pl.,4,Science et Arts
"Annales civiles, politiques et littéraires",n.pl.,1,Belles-Lettres
"Journée (la) du chrétien, sanctifiée par la prière et la méditation",n.pl.,1,Théologie
Ange (l') conducteur dans la dévotion chrétienne,Vesoul,1,Théologie
[Oeuvres de Rousseau (suite)],n.pl.,5,Belles-Lettres
"Edouard et Sophie, roman traduit de l'anglais",n.pl.,1,Belles-Lettres
"Histoire de Miss Henriette Stuard, écrite par elle-même, trad. de l'anglais par le traducteur de ""l'Etourdie"" ",Geneva; Paris,2,Belles-Lettres
